id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
327,Sheffield Ave & Webster Ave,0,19,41.92154,-87.653818,In Service,1,IN_SERVICE,19,Sheffield Ave & Webster Ave,,Chicago,60614,,,False,2019-02-01 18:08:24,K3_FULL,13188,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
212,Wells St & Hubbard St,27,31,41.889906,-87.634266,In Service,1,IN_SERVICE,4,Wells St & Hubbard St,,Chicago,60654,,,False,2019-02-01 18:09:13,K3_FULL,13264,True
624,Dearborn St & Van Buren St (*),3,16,41.876268,-87.629155,In Service,1,IN_SERVICE,13,Dearborn St & Van Buren St (*),,Chicago,60605,417 S Dearborn St,,False,2019-02-01 18:11:30,K3_FULL,17013,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
69,Damen Ave & Pierce Ave,17,23,41.9093960065,-87.6776919292,In Service,1,IN_SERVICE,4,Damen Ave & Pierce Ave,,Chicago,60622,2002 W Pierce Ave,,False,2019-02-01 18:12:16,K3_FULL,13065,True
98,LaSalle St & Washington St,9,15,41.882664,-87.63253,In Service,1,IN_SERVICE,5,LaSalle St & Washington St,,Chicago,60602,,,False,2019-02-01 18:08:49,K3_FULL,13006,True
107,Desplaines St & Jackson Blvd,17,27,41.878287,-87.643909,In Service,1,IN_SERVICE,10,Desplaines St & Jackson Blvd,,Chicago,60661,,,False,2019-02-01 18:10:36,K3_FULL,15539,True
112,Green St & Randolph St,4,15,41.883668,-87.64867,In Service,1,IN_SERVICE,11,Green St & Randolph St,,Chicago ,60607,,,False,2019-02-01 18:12:48,K3_FULL,13053,True
210,Ashland Ave & Division St,10,27,41.90345,-87.667747,In Service,1,IN_SERVICE,17,Ashland Ave & Division St,,Chicago,60622,,,False,2019-02-01 18:12:22,K3_FULL,13061,True
527,Western Ave & Howard St,10,15,42.018901,-87.690048,In Service,1,IN_SERVICE,5,Western Ave & Howard St,,Chicago,60645,,,False,2019-02-01 18:08:15,K3_FULL,16811,True
